datetime,wavelengths,mean,std,max,min,nans,nans_norm,nans_sum,nans_perc,nans_std
20200101205743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.532443, 0.417106, 43.86012, 39.366978, 74.827675, 86.224205, 73.69123, 0.500606, 0.675118, 3.114748, 13.354229]","[1.769089, 0.235403, 15.76264, 12.094778, 23.4232, 25.319822, 16.703255, 1.628852, 2.206895, 1.106516, 4.512754]","[18.430193, 3.428171, 69.582634, 63.00031, 111.539406, 126.49505, 99.44996, 20.28078, 27.049498, 6.879078, 24.293219]","[0.0, 0.0, 2.027909, 8.524796, 5.740999, 8.892446, 14.815049, 0.0, 0.0, 0.17468, 0.617952]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200101215744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.387596, 0.407869, 43.75095, 39.27835, 74.65837, 86.11953, 73.68707, 0.320049, 0.458123, 3.117217, 13.361277]","[1.869177, 0.264036, 15.579086, 11.94511, 23.125395, 25.012108, 16.491726, 1.557245, 2.214702, 1.099696, 4.467039]","[18.941496, 3.556224, 69.70937, 62.89635, 110.9243, 125.38349, 99.60757, 20.28078, 27.049498, 6.87076, 23.984243]","[0.0, 0.0, 1.77442, 8.524796, 5.535963, 8.670135, 14.342229, 0.0, 0.0, 0.17468, 0.502086]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200101225743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.220513, 0.393134, 43.58988, 39.148212, 74.43389, 85.87575, 73.63633, 0.18083, 0.272988, 3.11645, 13.359295]","[1.605636, 0.277541, 15.425369, 11.817273, 22.878496, 24.738098, 16.302917, 1.449617, 2.081739, 1.093923, 4.426584]","[19.847898, 3.556224, 69.70937, 62.89635, 110.71926, 124.71656, 99.29235, 20.28078, 27.049498, 6.837487, 23.945621]","[0.0, 0.0, 2.027909, 8.420834, 5.535963, 8.447824, 14.499835, 0.0, 0.0, 0.17468, 0.656574]","[3565313.0, 3565261.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565279.0, 3565260.0, 3565259.0, 3565259.0]","[54.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 1.0, 0.0, 0.0]",77.0,5.080215145659929e-05,15.903115761041636
20200101235743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.110829, 0.37722, 43.430714, 39.033436, 74.26703, 85.68284, 73.54917, 0.067425, 0.123937, 3.114428, 13.353096]","[1.096238, 0.230852, 15.286106, 11.712799, 22.674114, 24.502905, 16.13148, 0.721986, 1.282008, 1.086789, 4.387028]","[18.56964, 3.556224, 69.2024, 62.792393, 110.71926, 124.938866, 98.977135, 20.28078, 26.659895, 6.904032, 24.061487]","[0.0, 0.0, 2.027909, 8.524796, 5.535963, 8.225512, 14.342229, 0.0, 0.0, 0.17468, 0.617952]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200102005744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.14487, 0.376112, 43.3273, 38.956738, 74.11384, 85.58234, 73.53375, 0.089742, 0.158508, 3.113058, 13.3442]","[1.255031, 0.228673, 15.177535, 11.633591, 22.500637, 24.326496, 16.006672, 0.832491, 1.445957, 1.079709, 4.352405]","[18.360468, 3.556224, 69.2024, 62.89635, 110.51423, 124.71656, 98.50432, 20.28078, 26.270294, 6.895714, 23.829754]","[0.0, 0.0, 2.281397, 8.420834, 6.356106, 9.33707, 15.287869, 0.0, 0.0, 0.199635, 0.656574]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200102035744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.692217, 0.412484, 43.26476, 38.865574, 74.10929, 85.56381, 73.632385, 0.690068, 0.858506, 3.118645, 13.377229]","[2.096251, 0.273946, 14.822004, 11.384144, 21.944103, 23.689222, 15.605478, 2.025201, 2.546769, 1.061869, 4.253458]","[18.383707, 3.508662, 69.07565, 62.688427, 110.51423, 124.271935, 98.66193, 20.28078, 27.049498, 6.987213, 22.94145]","[0.0, 0.0, 1.901164, 8.524796, 5.330927, 8.670135, 14.657441, 0.0, 0.0, 0.17468, 0.656574]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200102045743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.819992, 0.420069, 43.529797, 39.04117, 74.48375, 85.95335, 73.78878, 0.855587, 1.066117, 3.12311, 13.413173]","[1.80384, 0.239076, 14.845695, 11.410275, 21.94018, 23.65127, 15.52119, 1.894671, 2.368762, 1.057051, 4.229032]","[17.779442, 3.472075, 68.948906, 62.272587, 110.3092, 123.605, 97.71628, 20.28078, 26.492924, 6.970577, 22.748339]","[0.0, 0.0, 2.027909, 8.524796, 5.740999, 8.670135, 14.342229, 0.0, 0.0, 0.17468, 0.656574]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200102055743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[1.080615, 0.438497, 44.027752, 39.329823, 75.18196, 86.65574, 74.09325, 1.126255, 1.430334, 3.128815, 13.448919]","[1.778624, 0.234505, 15.008108, 11.540525, 22.134733, 23.796108, 15.509349, 1.987774, 2.496164, 1.053366, 4.209296]","[17.384342, 3.556224, 74.652405, 62.376545, 116.05019, 130.05202, 99.13474, 20.28078, 21.956844, 6.987213, 23.173182]","[0.0, 0.0, 2.154653, 8.732716, 5.535963, 8.447824, 15.287869, 0.0, 0.0, 0.216271, 0.695195]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200102065744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[1.470342, 0.46837, 44.750774, 39.817204, 76.25174, 87.6516, 74.53566, 1.498323, 1.924752, 3.133834, 13.488065]","[1.940724, 0.247731, 15.315404, 11.815411, 22.56574, 24.154284, 15.599403, 2.184744, 2.756259, 1.051782, 4.201942]","[17.31462, 3.26719, 83.39776, 68.09439, 127.73723, 143.16838, 103.07491, 20.28078, 25.630234, 6.879078, 23.32767]","[0.0, 0.0, 2.534886, 8.836678, 6.561142, 9.559381, 16.548725, 0.0, 0.0, 0.207953, 0.811061]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200102075743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[1.957761, 0.509498, 45.67245, 40.454197, 77.64922, 89.0601, 75.01783, 1.941615, 2.511808, 3.141901, 13.539634]","[2.215659, 0.276316, 15.719757, 12.199205, 23.173359, 24.731268, 15.763479, 2.399368, 3.03415, 1.051521, 4.210352]","[17.151932, 3.556224, 92.39661, 72.25283, 142.90987, 158.06322, 107.96073, 20.28078, 25.379776, 6.945624, 23.598022]","[0.0, 0.0, 2.66163, 8.836678, 7.176248, 10.670936, 16.863937, 0.0, 0.0, 0.241225, 0.888305]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200102085743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[2.509796, 0.560817, 46.71704, 41.1611, 79.14377, 90.51654, 75.6059, 2.453016, 3.173115, 3.147804, 13.599484]","[2.5122, 0.315067, 16.245949, 12.662696, 23.95329, 25.48409, 16.020542, 2.579982, 3.276395, 1.050813, 4.231309]","[17.895647, 3.556224, 102.40941, 76.20335, 156.8523, 170.95728, 112.373726, 20.28078, 26.15898, 7.020486, 26.49467]","[0.0, 0.0, 2.534886, 8.732716, 6.766176, 10.004003, 16.706333, 0.0, 0.0, 0.216271, 0.617952]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200102095744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[3.124596, 0.619436, 47.633987, 41.754917, 80.508446, 91.75597, 76.12036, 3.053758, 3.939906, 3.149771, 13.637225]","[2.781874, 0.354163, 16.810537, 13.1149, 24.8231, 26.309713, 16.3247, 2.748662, 3.504599, 1.049568, 4.258546]","[16.989244, 3.556224, 110.14081, 81.19347, 167.10408, 181.4059, 115.99868, 20.28078, 25.04583, 7.070394, 28.657501]","[0.0, 0.0, 2.534886, 8.732716, 6.766176, 10.226314, 16.863937, 0.0, 0.0, 0.232907, 0.656574]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200102105743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[3.514084, 0.674539, 48.31543, 42.208035, 81.456, 92.673225, 76.44419, 3.49011, 4.47556, 3.148818, 13.661137]","[2.896558, 0.380696, 17.277136, 13.476754, 25.533474, 27.044851, 16.629297, 2.854679, 3.64184, 1.050121, 4.296636]","[13.29391, 3.556224, 114.83035, 84.41626, 173.46017, 188.07523, 118.362785, 20.28078, 23.98834, 7.028804, 29.661673]","[0.0, 0.0, 2.408142, 8.732716, 6.356106, 9.33707, 16.233513, 0.0, 0.0, 0.216271, 0.77244]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200102115743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[3.607593, 0.698712, 48.62167, 42.41381, 81.82881, 93.12166, 76.55857, 3.624447, 4.640364, 3.144494, 13.652366]","[2.850404, 0.38757, 17.562756, 13.684737, 25.969917, 27.564978, 16.902447, 2.850075, 3.640705, 1.052998, 4.338534]","[13.967901, 3.556224, 117.238495, 85.455864, 174.48535, 189.63141, 119.15082, 20.28078, 24.127483, 6.987213, 29.23683]","[0.0, 0.0, 2.027909, 8.732716, 5.740999, 9.114757, 15.603084, 0.0, 0.0, 0.17468, 0.733818]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200102135743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[2.938392, 0.627204, 47.913124, 41.97937, 80.751656, 92.114456, 76.035706, 3.173989, 4.009117, 3.124628, 13.575854]","[2.454291, 0.336878, 17.373299, 13.530388, 25.780386, 27.570595, 17.236895, 2.845754, 3.564342, 1.063941, 4.434964]","[14.014384, 3.556224, 108.87337, 80.98554, 163.8235, 176.51505, 115.84107, 20.28078, 23.877026, 6.87076, 26.26294]","[0.0, 0.0, 1.901164, 8.732716, 5.330927, 8.225512, 14.342229, 0.0, 0.0, 0.166362, 0.502086]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200102145743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[2.238084, 0.567574, 47.153564, 41.487324, 79.622795, 90.98003, 75.60356, 2.518314, 3.151616, 3.11385, 13.512171]","[2.0773, 0.299985, 17.023758, 13.243377, 25.292322, 27.15093, 17.272303, 2.630481, 3.296257, 1.069248, 4.46924]","[12.643159, 3.406219, 100.12801, 76.61919, 155.212, 165.84412, 112.05851, 18.61158, 22.26296, 6.82917, 24.486328]","[0.0, 0.0, 1.901164, 8.420834, 5.740999, 8.892446, 14.499835, 0.0, 0.0, 0.13309, 0.656574]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200102155744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[1.641489, 0.517539, 46.284935, 40.92635, 78.33969, 89.61873, 75.07294, 1.995901, 2.453888, 3.10427, 13.437222]","[1.806078, 0.269381, 16.64514, 12.909448, 24.750204, 26.628853, 17.21119, 2.497541, 3.12869, 1.073004, 4.484308]","[11.574068, 3.537931, 90.622185, 72.66867, 143.1149, 154.95087, 108.11834, 18.15255, 21.817701, 6.787578, 24.447706]","[0.0, 0.0, 1.901164, 8.524796, 5.330927, 8.447824, 14.342229, 0.0, 0.0, 0.158044, 0.57933]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200102165743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[1.221392, 0.47956, 45.492874, 40.42741, 77.19226, 88.53584, 74.56811, 1.559056, 1.89867, 3.095371, 13.375193]","[1.679739, 0.248626, 16.344017, 12.632036, 24.311829, 26.224531, 17.10061, 2.376284, 2.995625, 1.074044, 4.488162]","[12.24806, 2.590336, 84.158226, 67.574585, 146.19043, 157.6186, 103.54774, 17.19276, 20.955011, 6.77926, 24.022865]","[0.0, 0.0, 2.154653, 8.732716, 5.740999, 8.892446, 14.972655, 0.0, 0.0, 0.116454, 0.540708]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200102175744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.972534, 0.455448, 44.951077, 40.05563, 76.38035, 87.71271, 74.23984, 1.231275, 1.511257, 3.090756, 13.339112]","[1.654535, 0.236447, 16.116648, 12.40705, 23.96882, 25.877777, 16.965725, 2.229339, 2.83787, 1.073047, 4.481006]","[11.225451, 3.259872, 81.75008, 63.00031, 142.90987, 154.06163, 101.656456, 17.23449, 21.261127, 6.65449, 23.520779]","[0.0, 0.0, 1.77442, 8.420834, 5.535963, 8.670135, 14.657441, 0.0, 0.0, 0.149726, 0.57933]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200102185743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.814577, 0.440569, 44.5563, 39.818233, 75.81718, 87.25261, 74.06091, 0.967213, 1.2133, 3.086464, 13.315398]","[1.667581, 0.231292, 15.962145, 12.262957, 23.741732, 25.674713, 16.8602, 2.032466, 2.618844, 1.070647, 4.467431]","[17.500547, 3.530614, 73.76519, 63.104275, 128.35233, 141.6122, 99.60757, 20.28078, 25.602406, 6.571308, 23.32767]","[0.0, 0.0, 1.901164, 8.628756, 5.535963, 8.225512, 14.342229, 0.0, 0.0, 0.158044, 0.617952]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200102195743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.665526, 0.429849, 44.35247, 39.65943, 75.47506, 86.89457, 73.95245, 0.715355, 0.925254, 3.085564, 13.311986]","[1.656398, 0.22957, 15.820031, 12.131405, 23.503542, 25.418592, 16.719378, 1.773971, 2.328236, 1.066637, 4.443238]","[17.895647, 3.556224, 70.343094, 62.89635, 117.2804, 130.71895, 99.29235, 20.28078, 27.049498, 6.546354, 23.289047]","[0.0, 0.0, 1.901164, 8.940638, 5.125892, 8.225512, 14.342229, 0.0, 0.0, 0.158044, 0.540708]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200102205744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.5054, 0.418895, 44.148792, 39.543507, 75.25741, 86.682304, 73.89348, 0.476369, 0.642334, 3.083788, 13.299098]","[1.66395, 0.23421, 15.678604, 12.015995, 23.308695, 25.213371, 16.589586, 1.535168, 2.07688, 1.061819, 4.411772]","[18.59288, 3.556224, 69.2024, 63.104275, 111.33437, 126.49505, 98.977135, 20.28078, 26.54858, 6.546354, 23.250425]","[0.0, 0.0, 1.901164, 8.524796, 5.535963, 8.003202, 14.184621, 0.0, 0.0, 0.158044, 0.617952]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200102215743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.366121, 0.408914, 43.974228, 39.398003, 74.99388, 86.39311, 73.88049, 0.306704, 0.435036, 3.082, 13.295604]","[1.795343, 0.26597, 15.583745, 11.927849, 23.148642, 25.030455, 16.490004, 1.52884, 2.144435, 1.057037, 4.387526]","[19.42956, 3.556224, 69.2024, 63.104275, 110.71926, 124.49424, 99.29235, 20.28078, 27.049498, 6.554672, 23.32767]","[0.0, 0.0, 1.901164, 8.420834, 5.535963, 8.225512, 14.342229, 0.0, 0.0, 0.17468, 0.656574]","[3565260.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0,6.597682007350557e-07,0.2874797872880345
20200102225743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.212062, 0.393576, 43.811386, 39.27503, 74.796646, 86.2621, 73.81601, 0.159145, 0.249235, 3.079628, 13.288872]","[1.535223, 0.25918, 15.487862, 11.858208, 22.999744, 24.886644, 16.376432, 1.241398, 1.888642, 1.052659, 4.361922]","[18.755568, 3.556224, 69.2024, 63.00031, 110.51423, 124.04963, 99.13474, 20.28078, 27.049498, 6.621217, 23.443535]","[0.0, 0.0, 1.901164, 8.420834, 5.330927, 8.225512, 14.184621, 0.0, 0.0, 0.141408, 0.57933]","[3565261.0, 3565260.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565265.0, 3565267.0, 3565259.0, 3565259.0]","[2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 8.0, 0.0, 0.0]",17.0,1.1216059412495947e-05,2.6752616308294837
20200102235744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.113768, 0.381355, 43.640556, 39.14828, 74.595215, 86.09168, 73.71326, 0.06892, 0.127065, 3.075656, 13.278326]","[1.130732, 0.236031, 15.392918, 11.794925, 22.860373, 24.73599, 16.263288, 0.752719, 1.33491, 1.0481, 4.33697]","[18.918255, 3.556224, 69.45589, 63.208233, 110.51423, 124.271935, 99.76517, 20.28078, 27.049498, 6.629534, 23.366293]","[0.0, 0.0, 1.901164, 8.316874, 5.330927, 8.225512, 14.027015, 0.0, 0.0, 0.149726, 0.540708]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200128005744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.064022, 0.374897, 43.51272, 39.512497, 74.51489, 86.19619, 74.75493, 0.045094, 0.085837, 3.04142, 13.458736]","[0.774439, 0.226124, 15.449093, 12.177776, 22.8394, 24.713013, 16.655611, 0.523401, 0.90296, 0.959547, 4.46053]","[18.987978, 3.534272, 68.315186, 61.4409, 108.87394, 122.71575, 99.44996, 20.28078, 26.576408, 7.245075, 26.610537]","[0.0, 0.0, 2.154653, 9.356482, 6.356106, 9.559381, 16.075905, 0.0, 0.0, 0.216271, 0.656574]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200128015743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.210466, 0.380221, 43.36072, 39.39414, 74.313515, 85.97957, 74.68143, 0.169047, 0.251858, 3.038218, 13.439931]","[1.472248, 0.233052, 15.306481, 12.072257, 22.626654, 24.479164, 16.514174, 1.224174, 1.781666, 0.950661, 4.424446]","[17.988611, 3.281824, 68.69542, 61.75278, 109.284004, 122.71575, 99.60757, 20.28078, 25.825035, 7.145258, 26.456047]","[0.0, 0.0, 2.915119, 9.564404, 7.586319, 10.893247, 18.124794, 0.0, 0.0, 0.274498, 0.926927]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200128025743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.464254, 0.398027, 43.25242, 39.31517, 74.169, 85.82962, 74.63027, 0.417321, 0.562813, 3.035073, 13.438857]","[2.0678, 0.273774, 15.164134, 11.970121, 22.406652, 24.232035, 16.356411, 1.868593, 2.488796, 0.942142, 4.391366]","[18.313986, 3.344022, 67.80821, 61.02505, 108.463875, 122.49345, 99.60757, 20.28078, 27.049498, 6.945624, 26.224318]","[0.0, 0.0, 2.788374, 9.356482, 7.176248, 10.670936, 16.706333, 0.0, 0.0, 0.249543, 0.926927]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
20200128035744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.684208, 0.412799, 43.184685, 39.2298, 74.0734, 85.730705, 74.61214, 0.663988, 0.846715, 3.033314, 13.429913]","[2.161405, 0.28939, 15.081342, 11.888045, 22.273746, 24.07936, 16.25616, 2.048738, 2.605419, 0.935436, 4.364424]","[17.988611, 3.256214, 67.93495, 60.921093, 108.463875, 122.04882, 99.44996, 20.28078, 26.270294, 6.904032, 25.992584]","[0.0, 0.0, 2.408142, 9.460443, 6.561142, 10.448625, 16.706333, 0.0, 0.0, 0.216271, 0.733818]","[3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0, 3565259.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,0.0
