datetime,wavelengths,mean,std,max,min
20200323105743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[3.941285, 0.784178, 50.27297, 43.338627, 84.533264, 95.83335, 78.10284, 4.016758, 5.145698, 3.131313, 13.569291]","[3.251411, 0.543349, 19.581045, 14.988337, 29.695534, 31.264927, 18.277344, 3.076102, 3.882833, 1.005717, 4.35138]","[15.647027, 3.354998, 116.35128, 88.990524, 171.8199, 182.96207, 120.096466, 20.646154, 25.044956, 6.69608, 24.10011]","[0.0, 0.003659, 2.788374, 10.084208, 7.586319, 11.56018, 17.967186, 0.042482, 0.0, 0.249543, 0.849684]"
20200323115743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[4.476896, 0.834994, 50.487057, 43.478897, 84.7452, 95.926994, 78.03464, 4.430208, 5.735194, 3.13041, 13.544522]","[3.39953, 0.575001, 20.079693, 15.321833, 30.47052, 32.01649, 18.62002, 3.207927, 4.056506, 1.015826, 4.410996]","[16.132385, 3.274507, 117.11175, 89.71826, 172.64003, 182.29514, 120.41168, 20.646154, 24.989115, 6.69608, 24.061487]","[0.0, 0.014635, 2.534886, 10.084208, 6.766176, 10.448625, 16.863937, 0.191168, 0.0, 0.232907, 0.849684]"
20200323125743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[4.102876, 0.802818, 50.08507, 43.22949, 84.15229, 95.31392, 77.67377, 4.233769, 5.433964, 3.124446, 13.480013]","[3.155218, 0.551834, 20.067425, 15.297899, 30.533806, 32.13809, 18.81499, 3.185457, 3.991747, 1.026807, 4.467362]","[15.739476, 3.263531, 114.323364, 89.40638, 172.02493, 181.6282, 119.466034, 20.646154, 24.709906, 6.721034, 24.061487]","[0.0, 0.025611, 2.027909, 9.356482, 5.946034, 9.114757, 15.287869, 0.084964, 0.0, 0.191317, 0.733818]"
20200323135743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[3.35753, 0.716434, 49.285904, 42.743584, 82.95083, 94.17192, 77.1797, 3.680293, 4.65886, 3.117166, 13.415325]","[2.766337, 0.486904, 19.635586, 14.985563, 29.955778, 31.688719, 18.88151, 3.082916, 3.805737, 1.040401, 4.526985]","[13.65937, 3.197675, 108.366394, 87.743, 165.87386, 177.18199, 117.10193, 20.646154, 24.765747, 6.745988, 24.061487]","[0.0, 0.0, 2.281397, 9.668365, 6.15107, 9.559381, 15.918298, 0.0, 0.0, 0.182998, 0.733818]"
20200323145744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[2.614329, 0.62628, 48.193146, 42.048016, 81.38528, 92.66167, 76.51165, 2.962142, 3.72309, 3.109311, 13.337358]","[2.394628, 0.414494, 19.029425, 14.525477, 29.081669, 30.944174, 18.840029, 2.86776, 3.533694, 1.054009, 4.580985]","[18.90586, 3.45744, 102.15592, 83.584564, 157.05733, 168.73416, 114.422615, 20.646154, 25.994263, 6.820852, 24.138733]","[0.0, 0.0, 2.154653, 9.14856, 6.15107, 9.114757, 15.603084, 0.0, 0.0, 0.207953, 0.617952]"
20200323155744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[1.822069, 0.5565, 47.09993, 41.33963, 79.766075, 91.09692, 75.84092, 2.191286, 2.709308, 3.100509, 13.265343]","[1.937176, 0.343561, 18.360613, 13.990365, 28.044008, 30.01858, 18.695164, 2.544883, 3.14813, 1.065364, 4.620161]","[18.027594, 3.468416, 95.18498, 77.866714, 145.78036, 158.28554, 111.27048, 20.646154, 26.078026, 6.837487, 24.215975]","[0.0, 0.0, 2.281397, 9.668365, 6.356106, 10.004003, 15.918298, 0.0, 0.0, 0.191317, 0.77244]"
20200323165743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[1.28834, 0.507439, 46.138588, 40.708813, 78.33181, 89.71003, 75.32277, 1.607091, 1.967554, 3.09676, 13.221169]","[1.641855, 0.29471, 17.710875, 13.452794, 26.993685, 29.044336, 18.452868, 2.218965, 2.770525, 1.072099, 4.632138]","[10.261862, 2.41472, 88.59428, 73.292435, 137.16887, 149.6154, 107.645515, 16.801552, 20.214659, 6.879078, 24.138733]","[0.0, 0.0, 1.901164, 9.14856, 5.330927, 8.447824, 14.342229, 0.0, 0.0, 0.083181, 0.617952]"
20200323175743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.944355, 0.475717, 45.496735, 40.329704, 77.35957, 88.75413, 74.98517, 1.164136, 1.432803, 3.095082, 13.1934]","[1.510323, 0.270816, 17.231182, 13.06222, 26.179071, 28.245789, 18.183823, 1.947318, 2.452124, 1.074758, 4.61882]","[16.317284, 3.062304, 79.97566, 67.67855, 134.91347, 150.50464, 104.80859, 15.59082, 19.23743, 6.920668, 24.215975]","[0.0, 0.0, 1.901164, 9.252522, 5.740999, 8.225512, 14.657441, 0.0, 0.0, 0.199635, 0.656574]"
20200323185743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.725021, 0.456367, 45.11072, 40.08248, 76.77427, 88.18605, 74.80286, 0.841219, 1.047179, 3.095316, 13.188237]","[1.48933, 0.261388, 16.852488, 12.770566, 25.545721, 27.611118, 17.912756, 1.745141, 2.212146, 1.073396, 4.587936]","[17.519123, 3.223286, 75.919846, 64.66368, 130.4027, 146.05843, 103.705345, 20.646154, 26.21763, 6.854124, 24.215975]","[0.0, 0.0, 2.027909, 9.356482, 5.740999, 8.670135, 14.815049, 0.0, 0.0, 0.182998, 0.617952]"
20200323195743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.546504, 0.440881, 44.937695, 39.980648, 76.50761, 87.95294, 74.803635, 0.584668, 0.743121, 3.098596, 13.199522]","[1.448523, 0.250135, 16.568005, 12.576548, 25.068008, 27.123133, 17.686365, 1.545666, 1.982186, 1.071239, 4.553552]","[20.523722, 3.526955, 73.5117, 63.520115, 123.22644, 139.16678, 103.07491, 20.646154, 27.139015, 6.837487, 24.177353]","[0.0, 0.0, 1.901164, 9.252522, 5.740999, 8.670135, 14.184621, 0.0, 0.0, 0.191317, 0.656574]"
20200323205743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.385066, 0.427298, 44.820602, 39.92047, 76.35441, 87.84186, 74.806786, 0.372104, 0.485743, 3.102102, 13.221437]","[1.486793, 0.24593, 16.27879, 12.407349, 24.59897, 26.635546, 17.433756, 1.392072, 1.816145, 1.067671, 4.512784]","[17.704021, 3.409878, 72.75123, 62.792393, 116.255226, 130.49664, 102.759705, 20.646154, 27.027332, 6.970577, 24.138733]","[0.0, 0.0, 2.027909, 9.356482, 5.740999, 8.670135, 14.815049, 0.0, 0.0, 0.191317, 0.656574]"
20200323215743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.215989, 0.41249, 44.7383, 39.881058, 76.273285, 87.76379, 74.88671, 0.183584, 0.256446, 3.103872, 13.244296]","[1.357294, 0.239374, 15.995229, 12.251666, 24.139767, 26.136976, 17.176884, 1.147511, 1.590618, 1.062746, 4.46757]","[18.420504, 3.256214, 72.371, 62.480503, 114.81998, 128.94046, 102.759705, 20.646154, 25.798819, 6.987213, 24.022865]","[0.0, 0.0, 1.901164, 9.14856, 5.535963, 8.670135, 14.499835, 0.0, 0.0, 0.17468, 0.656574]"
20200323225744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.041279, 0.396587, 44.642998, 39.815136, 76.157646, 87.66944, 74.91193, 0.02225, 0.045729, 3.105666, 13.258779]","[0.456833, 0.225087, 15.741501, 12.099547, 23.71486, 25.677279, 16.912931, 0.247661, 0.442731, 1.059182, 4.421979]","[17.126213, 3.186699, 71.86403, 62.16862, 113.38473, 128.05122, 101.814064, 15.930674, 24.989115, 6.970577, 24.10011]","[0.0, 0.0, 1.901164, 8.940638, 5.740999, 8.670135, 14.657441, 0.0, 0.0, 0.17468, 0.656574]"
20200323235744,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.006331, 0.390157, 44.500183, 39.698772, 75.9936, 87.5275, 74.89068, 5.9e-05, 0.001068, 3.110169, 13.271742]","[0.010794, 0.218491, 15.513697, 11.944562, 23.352892, 25.285995, 16.668436, 0.001119, 0.005358, 1.055881, 4.382454]","[0.392909, 1.287851, 71.10356, 61.75278, 112.56458, 127.16198, 101.971664, 0.106205, 0.279208, 6.953942, 23.984243]","[0.0, 0.0, 2.154653, 9.460443, 5.740999, 8.670135, 15.130263, 0.0, 0.0, 0.17468, 0.695195]"
20200324005743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.067712, 0.383664, 44.35006, 39.57908, 75.826065, 87.416534, 74.85643, 0.079525, 0.122556, 3.117262, 13.284404]","[0.221914, 0.215782, 15.330669, 11.815787, 23.064741, 24.97465, 16.465874, 0.23928, 0.36118, 1.050008, 4.347086]","[18.420504, 3.497686, 70.850075, 61.232975, 112.15451, 126.49505, 101.34124, 8.02906, 12.955251, 6.895714, 24.061487]","[0.0, 0.0, 2.408142, 9.668365, 6.561142, 9.781692, 16.233513, 0.0, 0.0, 0.191317, 0.77244]"
20200324015743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.156879, 0.395642, 44.38015, 39.60238, 75.81351, 87.38007, 74.92399, 0.101218, 0.16163, 3.112289, 13.29076]","[1.284778, 0.248662, 15.21625, 11.74487, 22.843983, 24.712816, 16.316092, 0.95314, 1.398246, 1.044377, 4.31491]","[21.471327, 3.556224, 70.216354, 61.02505, 111.539406, 125.82812, 100.868416, 20.646154, 27.139015, 6.82917, 24.022865]","[0.0, 0.0, 2.408142, 9.876286, 6.561142, 9.781692, 16.391117, 0.0, 0.0, 0.216271, 0.811061]"
20200324025743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.418784, 0.415068, 44.291203, 39.51754, 75.697754, 87.297714, 74.881256, 0.360468, 0.481229, 3.108194, 13.284184]","[1.921781, 0.283459, 15.089011, 11.663539, 22.640003, 24.49636, 16.189358, 1.745597, 2.243786, 1.039064, 4.285578]","[19.437445, 3.548907, 69.70937, 60.817135, 110.3092, 124.71656, 100.55321, 20.646154, 27.139015, 6.82917, 23.907]","[0.0, 0.0, 2.154653, 9.564404, 6.15107, 9.33707, 15.445477, 0.0, 0.0, 0.224589, 0.695195]"
20200324035743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.59798, 0.423935, 44.2827, 39.48382, 75.72714, 87.328926, 74.88321, 0.570618, 0.713323, 3.108589, 13.285605]","[1.870302, 0.266808, 15.015461, 11.610902, 22.527822, 24.367567, 16.104906, 1.771605, 2.188544, 1.038058, 4.26972]","[19.668568, 3.556224, 69.07565, 60.817135, 109.489044, 124.271935, 100.3956, 20.646154, 27.139015, 6.795896, 23.868378]","[0.0, 0.0, 2.154653, 9.460443, 6.15107, 9.33707, 15.287869, 0.0, 0.0, 0.207953, 0.656574]"
20200324045742,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.765166, 0.435119, 44.545418, 39.601883, 76.11345, 87.70741, 75.05988, 0.783842, 0.979539, 3.112631, 13.314109]","[1.751797, 0.259487, 15.050108, 11.636894, 22.561974, 24.386383, 16.082636, 1.821276, 2.233244, 1.038367, 4.260007]","[19.48367, 3.442806, 69.582634, 60.71317, 110.71926, 125.6058, 100.23799, 20.646154, 27.139015, 6.754307, 23.984243]","[0.0, 0.0, 2.154653, 9.356482, 5.946034, 9.114757, 14.972655, 0.0, 0.0, 0.191317, 0.617952]"
20200324055742,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[1.030881, 0.455142, 45.1321, 39.89391, 76.9559, 88.51633, 75.353874, 1.0447, 1.350098, 3.11573, 13.336737]","[1.72412, 0.25104, 15.341762, 11.843626, 23.00015, 24.80999, 16.18278, 1.847594, 2.313416, 1.038891, 4.251154]","[12.827327, 2.462283, 77.947754, 63.416157, 122.816376, 137.38829, 102.6021, 15.612061, 19.209509, 6.787578, 23.945621]","[0.0, 0.0, 2.027909, 9.356482, 5.535963, 8.892446, 14.815049, 0.0, 0.0, 0.207953, 0.617952]"
20200324065742,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[1.47665, 0.494303, 45.98857, 40.435966, 78.222984, 89.7653, 75.79166, 1.467885, 1.932617, 3.12384, 13.379123]","[1.980916, 0.28233, 15.925778, 12.279629, 23.90834, 25.698729, 16.422554, 2.064044, 2.611638, 1.039544, 4.255145]","[17.103102, 3.215968, 89.73498, 70.27757, 138.39908, 152.95007, 107.3303, 20.646154, 27.139015, 6.820852, 23.907]","[0.0, 0.0, 2.154653, 9.356482, 6.15107, 9.33707, 15.603084, 0.0, 0.0, 0.207953, 0.733818]"
20200324075742,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[2.050189, 0.548366, 47.08011, 41.120045, 79.80472, 91.23379, 76.35367, 2.044501, 2.68586, 3.130967, 13.426938]","[2.35458, 0.339256, 16.705507, 12.859617, 25.112305, 26.835135, 16.753447, 2.36618, 2.996524, 1.040998, 4.267908]","[17.704021, 3.153771, 100.12801, 76.82711, 152.3415, 166.06642, 112.21612, 20.646154, 27.027332, 6.820852, 23.829754]","[0.0, 0.0, 2.281397, 9.356482, 6.356106, 9.781692, 15.76069, 0.0, 0.0, 0.216271, 0.733818]"
20200324085742,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[2.715658, 0.610466, 48.118496, 41.811935, 81.3244, 92.68803, 76.88973, 2.717552, 3.531998, 3.139984, 13.472487]","[2.730718, 0.403996, 17.549948, 13.484522, 26.411879, 28.069036, 17.12293, 2.679086, 3.388005, 1.044408, 4.290089]","[14.583862, 3.095232, 110.64779, 82.23308, 164.64365, 178.29353, 116.62911, 18.968122, 22.308718, 6.862442, 23.713888]","[0.0, 0.0, 2.534886, 9.876286, 7.176248, 10.670936, 17.021545, 0.0, 0.0, 0.249543, 0.849684]"
20200324095742,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[3.427223, 0.686044, 48.980007, 42.39432, 82.510635, 93.79288, 77.25892, 3.529484, 4.513716, 3.147497, 13.507588]","[3.061972, 0.463522, 18.376257, 14.07834, 27.646067, 29.22941, 17.50017, 3.00656, 3.787184, 1.048824, 4.326356]","[16.502182, 3.051328, 117.61873, 86.28755, 173.25514, 182.73976, 118.678, 19.86024, 23.313866, 6.895714, 23.636644]","[0.0, 0.0, 2.408142, 9.772326, 6.561142, 10.004003, 15.918298, 0.0, 0.0, 0.216271, 0.77244]"
20200324105742,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[3.921332, 0.759225, 49.49694, 42.717857, 83.22517, 94.404945, 77.44872, 4.062205, 5.1782, 3.152606, 13.52023]","[3.191268, 0.507504, 19.051765, 14.540322, 28.659887, 30.187477, 17.883762, 3.149129, 3.961972, 1.056386, 4.381698]","[17.288, 3.51232, 120.28036, 89.40638, 176.94579, 183.18439, 121.19971, 20.646154, 25.380005, 6.945624, 23.868378]","[0.0, 0.007317, 2.408142, 9.980247, 6.766176, 10.226314, 16.075905, 0.042482, 0.0, 0.241225, 0.811061]"
20200324115741,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[4.433922, 0.804936, 49.64035, 42.81517, 83.35206, 94.46497, 77.36788, 4.470562, 5.748804, 3.154408, 13.501147]","[3.335595, 0.524401, 19.458006, 14.812714, 29.25855, 30.786434, 18.201843, 3.289402, 4.148802, 1.066012, 4.448624]","[16.455957, 3.252555, 118.75942, 90.86183, 175.92061, 182.96207, 121.19971, 20.646154, 24.737827, 7.00385, 24.52495]","[0.0, 0.018293, 2.408142, 9.876286, 6.766176, 10.226314, 16.391117, 0.169927, 0.0, 0.232907, 0.811061]"
20200324125743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[4.049579, 0.772072, 49.25223, 42.5608, 82.73597, 93.85092, 77.069565, 4.260742, 5.437764, 3.150669, 13.457298]","[3.092736, 0.496634, 19.412743, 14.769659, 29.224546, 30.824778, 18.387821, 3.260754, 4.075909, 1.075683, 4.517853]","[17.542236, 3.26719, 115.97105, 89.40638, 170.79472, 181.6282, 120.569275, 20.646154, 25.296244, 7.020486, 24.795303]","[0.0, 0.029269, 2.534886, 9.772326, 7.176248, 10.448625, 17.021545, 0.084964, 0.0, 0.249543, 0.849684]"
20200324135743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[3.306244, 0.688657, 48.48207, 42.10364, 81.58512, 92.774536, 76.585625, 3.70033, 4.659266, 3.145395, 13.400133]","[2.717986, 0.435439, 19.011307, 14.49562, 28.671162, 30.395123, 18.43552, 3.142081, 3.874132, 1.086207, 4.58005]","[14.190953, 3.23792, 108.87337, 84.728134, 163.20839, 178.07123, 118.20518, 20.646154, 25.017035, 7.04544, 24.679438]","[0.0, 0.0, 2.408142, 10.084208, 6.356106, 9.781692, 15.918298, 0.0, 0.0, 0.199635, 0.733818]"
20200324145743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[2.577869, 0.60475, 47.54041, 41.50573, 80.22816, 91.44307, 76.035225, 2.976232, 3.718863, 3.138354, 13.344214]","[2.372048, 0.375044, 18.458508, 14.092968, 27.873337, 29.698648, 18.378279, 2.885973, 3.56019, 1.095154, 4.632114]","[17.496012, 3.384267, 99.2408, 78.594444, 152.3415, 165.84412, 114.422615, 19.39294, 22.252876, 7.128621, 24.254597]","[0.0, 0.0, 2.281397, 9.564404, 6.15107, 9.33707, 15.445477, 0.0, 0.0, 0.149726, 0.695195]"
20200324155742,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[1.820783, 0.545802, 46.64024, 40.95067, 78.92053, 90.18212, 75.5158, 2.219314, 2.724468, 3.133226, 13.29541]","[1.985906, 0.334, 17.839508, 13.630773, 26.918472, 28.812668, 18.162416, 2.567929, 3.172351, 1.099099, 4.650912]","[17.472898, 3.303776, 93.41056, 75.26769, 145.9854, 161.17558, 111.42808, 20.646154, 26.24555, 7.136939, 24.409084]","[0.0, 0.0, 2.408142, 9.668365, 6.356106, 10.226314, 15.76069, 0.0, 0.0, 0.182998, 0.695195]"
20200324165742,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[1.28379, 0.502042, 45.960606, 40.511246, 77.937, 89.28253, 75.28465, 1.59211, 1.94351, 3.134351, 13.288397]","[1.653195, 0.288877, 17.27988, 13.202049, 26.019032, 27.949762, 17.893871, 2.204104, 2.751418, 1.099809, 4.646776]","[9.84584, 2.418379, 86.186134, 71.005295, 135.93864, 150.72696, 108.27593, 17.077682, 20.410103, 7.120303, 24.52495]","[0.0, 0.0, 2.027909, 9.772326, 5.740999, 8.670135, 15.445477, 0.0, 0.0, 0.191317, 0.617952]"
20200324175742,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.940059, 0.472498, 45.479424, 40.251236, 77.24463, 88.60759, 75.06755, 1.145693, 1.402201, 3.134977, 13.282602]","[1.519569, 0.267842, 16.902086, 12.92552, 25.390997, 27.319258, 17.656092, 1.977183, 2.482402, 1.099296, 4.63257]","[10.770332, 2.751318, 79.34194, 66.32706, 128.96744, 141.16757, 104.49338, 17.48126, 21.499014, 7.145258, 24.602194]","[0.0, 0.0, 2.154653, 9.564404, 5.740999, 9.114757, 14.815049, 0.0, 0.0, 0.182998, 0.656574]"
20200324185742,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.731382, 0.453758, 45.1308, 40.03011, 76.711525, 88.1236, 74.919624, 0.849615, 1.050906, 3.13692, 13.284064]","[1.494646, 0.257697, 16.662407, 12.739575, 24.982954, 26.922249, 17.512255, 1.797266, 2.276632, 1.100228, 4.627416]","[17.403563, 3.201334, 76.9338, 63.72804, 124.046585, 137.6106, 103.54774, 20.646154, 25.463768, 7.22012, 24.602194]","[0.0, 0.0, 2.408142, 9.564404, 6.15107, 9.33707, 15.603084, 0.0, 0.0, 0.216271, 0.656574]"
20200324195741,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.565321, 0.438308, 44.852383, 39.88707, 76.30654, 87.744514, 74.76896, 0.606721, 0.771972, 3.141352, 13.288145]","[1.466092, 0.249222, 16.47964, 12.615078, 24.694727, 26.636005, 17.397139, 1.582226, 2.031948, 1.102262, 4.622668]","[17.241776, 3.208651, 75.539604, 62.792393, 121.58615, 133.609, 102.44449, 20.646154, 26.440996, 7.253393, 24.563572]","[0.0, 0.0, 2.408142, 9.772326, 6.561142, 9.559381, 16.391117, 0.0, 0.0, 0.216271, 0.733818]"
20200324205743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.388294, 0.423283, 44.658478, 39.768593, 76.062325, 87.5019, 74.728775, 0.374668, 0.491228, 3.142464, 13.293642]","[1.462555, 0.244788, 16.275892, 12.494125, 24.386932, 26.31288, 17.25648, 1.369461, 1.789173, 1.101579, 4.601857]","[18.975199, 3.424512, 74.018684, 62.272587, 118.51063, 132.27513, 102.12927, 20.646154, 27.139015, 7.211802, 24.563572]","[0.0, 0.0, 2.027909, 9.564404, 5.740999, 8.892446, 15.603084, 0.0, 0.0, 0.199635, 0.57933]"
20200324215743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.206118, 0.406206, 44.50906, 39.69464, 75.873405, 87.35503, 74.73702, 0.177011, 0.245935, 3.145558, 13.311445]","[1.3008, 0.238943, 16.070536, 12.385509, 24.068388, 25.989174, 17.109531, 1.101212, 1.50839, 1.101121, 4.578198]","[19.044535, 3.556224, 71.73728, 61.544857, 114.409904, 129.38509, 101.18363, 20.646154, 27.139015, 7.195166, 24.602194]","[0.0, 0.0, 2.408142, 9.876286, 6.561142, 10.226314, 16.548725, 0.0, 0.0, 0.232907, 0.811061]"
20200324225743,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.041022, 0.391828, 44.424053, 39.644, 75.76234, 87.26371, 74.756226, 0.021297, 0.044777, 3.147885, 13.324446]","[0.423378, 0.22616, 15.916965, 12.304965, 23.81647, 25.719843, 16.970625, 0.216124, 0.383362, 1.100089, 4.551436]","[17.496012, 3.011083, 71.35705, 61.336933, 113.99983, 129.38509, 101.026024, 14.592499, 24.905352, 7.170212, 24.563572]","[0.0, 0.0, 2.154653, 9.876286, 5.740999, 8.670135, 15.287869, 0.0, 0.0, 0.191317, 0.695195]"
20200324235742,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.006254, 0.387313, 44.301624, 39.55045, 75.63576, 87.16855, 74.74102, 6.8e-05, 0.001111, 3.15325, 13.334624]","[0.010943, 0.222906, 15.769412, 12.213717, 23.59804, 25.488476, 16.839108, 0.001214, 0.005469, 1.098463, 4.52551]","[2.935262, 1.269558, 70.08961, 61.129017, 112.35955, 126.49505, 101.026024, 0.212409, 0.446733, 7.145258, 24.293219]","[0.0, 0.0, 1.901164, 9.564404, 5.125892, 8.225512, 13.554194, 0.0, 0.0, 0.158044, 0.617952]"
20200325005742,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.067372, 0.382569, 44.199104, 39.476646, 75.54113, 87.13442, 74.75494, 0.076174, 0.117831, 3.162083, 13.355974]","[0.251899, 0.223051, 15.646929, 12.141226, 23.403519, 25.271893, 16.709929, 0.210348, 0.316179, 1.094424, 4.497368]","[19.044535, 3.505003, 69.45589, 61.129017, 110.9243, 126.05042, 100.868416, 7.32811, 14.881785, 7.062076, 24.138733]","[0.0, 0.0, 2.408142, 9.980247, 6.561142, 9.781692, 16.075905, 0.0, 0.0, 0.199635, 0.733818]"
20200325015742,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.154349, 0.393741, 44.21472, 39.493935, 75.50964, 87.07336, 74.809364, 0.101762, 0.161678, 3.158124, 13.362997]","[1.262768, 0.249644, 15.593188, 12.109525, 23.277214, 25.108763, 16.614994, 0.933936, 1.382549, 1.088451, 4.470562]","[19.437445, 3.417195, 69.45589, 61.129017, 111.12933, 125.82812, 100.23799, 20.646154, 27.139015, 6.995532, 23.945621]","[0.0, 0.0, 2.281397, 10.084208, 6.15107, 9.559381, 16.075905, 0.0, 0.0, 0.216271, 0.77244]"
20200325025742,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.422762, 0.41217, 44.071564, 39.37176, 75.357635, 86.94127, 74.76539, 0.362953, 0.487724, 3.154987, 13.347754]","[1.917273, 0.276309, 15.475175, 12.025833, 23.10912, 24.927544, 16.505018, 1.712493, 2.233605, 1.08266, 4.441032]","[19.668568, 3.556224, 69.582634, 60.71317, 110.9243, 125.38349, 99.60757, 20.646154, 27.027332, 6.96226, 23.907]","[0.0, 0.0, 2.154653, 9.668365, 5.946034, 9.114757, 15.130263, 0.0, 0.0, 0.17468, 0.695195]"
20200325035741,"[1.64, 3.92, 8.7, 9.66, 10.8, 12.0, 13.4, 0.64, 0.81, 6.25, 7.35]","[0.618038, 0.425483, 44.161873, 39.39771, 75.4523, 87.0461, 74.85287, 0.585674, 0.735055, 3.157422, 13.372446]","[1.930247, 0.269991, 15.418674, 11.988045, 22.996605, 24.797483, 16.417757, 1.810954, 2.250249, 1.079493, 4.425124]","[20.546835, 3.556224, 69.07565, 60.71317, 110.51423, 124.938866, 99.13474, 20.646154, 26.831888, 6.887396, 23.907]","[0.0, 0.0, 2.408142, 9.876286, 6.356106, 9.781692, 15.76069, 0.0, 0.0, 0.207953, 0.77244]"
